source_ip,destination_ip,destination_port,protocol,timestamp
122.53.214.100,248.202.13.96,29235,UDP,5/31/2022
28.21.240.208,86.222.18.168,25393,TCP,6/27/2022
64.172.109.119,132.168.32.21,32069,ICMP,11/10/2022
238.118.181.250,102.100.36.83,8074,ICMP,9/21/2022
25.47.2.250,105.155.44.155,9612,ICMP,2/28/2022
225.85.1.126,16.234.191.79,1988,TCP,6/14/2022
47.48.166.15,21.194.184.16,27260,ICMP,10/19/2022
15.234.210.71,18.196.210.11,4154,TCP,5/29/2022
21.202.239.110,68.132.157.129,48608,UDP,9/8/2022
238.192.32.162,135.195.159.249,13767,TCP,6/11/2022
145.117.141.124,19.144.254.45,6936,ICMP,9/17/2022
34.126.4.26,18.215.184.108,38801,ICMP,4/20/2022
240.186.102.91,59.191.229.29,54261,ICMP,3/17/2022
115.193.237.95,229.48.141.147,56462,TCP,10/4/2022
174.149.68.197,6.159.8.219,19393,UDP,4/24/2022
39.234.174.109,208.44.164.229,27274,TCP,6/25/2022
106.108.125.165,56.68.168.113,9002,TCP,1/19/2022
154.5.101.215,76.141.126.66,28045,ICMP,10/23/2022
172.107.134.9,180.87.120.2,4928,TCP,7/24/2022
227.53.47.74,2.33.236.19,39651,ICMP,6/13/2022
9.237.178.246,173.75.53.211,54601,UDP,9/5/2022
79.156.48.99,108.39.135.181,60026,TCP,6/17/2022
177.34.134.63,10.234.241.124,49962,TCP,4/3/2022
230.175.152.27,159.106.164.244,63260,ICMP,12/23/2022
167.37.191.156,51.75.182.76,49595,TCP,2/22/2022
106.116.73.152,2.95.216.130,49410,TCP,4/6/2022
50.35.61.248,86.214.219.185,39310,TCP,9/14/2022
64.239.55.121,115.134.37.10,60724,UDP,6/12/2022
137.157.159.72,228.86.115.78,21793,ICMP,9/23/2022
66.86.123.218,135.204.223.32,62279,TCP,6/2/2022
36.124.15.207,69.43.168.108,45666,ICMP,6/16/2022
110.191.194.179,150.24.6.172,20454,TCP,1/18/2022
224.75.57.12,58.18.135.221,1164,TCP,1/26/2022
125.99.144.106,252.188.181.200,53351,TCP,10/14/2022
97.145.136.241,116.113.66.109,47099,UDP,4/18/2022
113.147.87.203,192.250.117.125,11541,ICMP,8/1/2022
133.191.221.117,59.80.191.154,2957,UDP,5/24/2022
102.235.177.1,0.147.231.110,63812,UDP,3/11/2022
47.146.97.90,12.158.217.100,62352,TCP,7/20/2022
245.218.168.8,59.221.98.66,6094,TCP,9/29/2022
192.16.196.157,198.20.233.86,11581,TCP,7/6/2022
189.127.220.63,199.0.126.99,22819,TCP,1/30/2022
73.95.173.200,27.238.142.231,14353,UDP,10/18/2022
78.73.157.178,222.18.90.169,4647,ICMP,9/9/2022
2.16.240.138,67.252.244.59,49624,ICMP,7/2/2022
250.56.31.73,137.120.64.130,56308,ICMP,4/15/2022
42.141.194.228,91.181.234.42,18983,TCP,6/30/2022
95.56.125.13,18.99.50.238,21534,TCP,1/10/2022
207.140.31.75,248.186.213.140,7096,ICMP,9/10/2022
72.98.244.161,233.42.185.213,37624,ICMP,4/4/2022
42.170.132.56,146.17.36.15,23227,TCP,5/19/2022
84.111.76.185,77.54.31.177,60070,ICMP,9/8/2022
9.46.98.126,170.20.236.191,34135,UDP,4/27/2022
210.113.11.75,253.193.173.111,20973,TCP,8/15/2022
216.233.162.151,204.178.68.65,57063,TCP,12/30/2022
44.35.156.234,241.238.120.73,58384,UDP,6/4/2022
55.4.205.27,146.189.35.245,57869,ICMP,2/5/2022
42.248.220.50,136.41.33.42,8270,TCP,10/1/2022
134.253.91.166,0.24.249.41,25468,UDP,3/16/2022
27.51.200.108,42.20.204.107,4467,TCP,5/7/2022
108.204.135.149,163.153.200.67,61933,ICMP,12/1/2022
12.59.253.228,196.204.121.182,16965,UDP,12/11/2022
22.205.127.213,67.184.236.185,13351,ICMP,10/25/2022
184.26.213.72,246.160.48.4,21311,ICMP,2/8/2022
160.10.212.177,184.134.104.243,21757,UDP,2/13/2022
46.36.71.75,134.247.131.252,59493,ICMP,7/12/2022
80.35.199.157,155.36.46.28,35750,ICMP,4/24/2022
74.51.75.209,105.174.51.100,25206,UDP,12/2/2022
17.156.130.57,175.212.0.90,49177,UDP,6/10/2022
243.70.22.17,209.230.171.29,21552,TCP,1/13/2022
220.140.167.140,210.75.249.105,650,UDP,3/25/2022
159.130.228.120,86.167.221.52,65099,ICMP,7/17/2022
64.134.99.197,184.91.23.233,10991,TCP,12/24/2022
217.219.101.160,7.36.93.33,13121,ICMP,10/27/2022
36.157.142.182,7.241.68.198,8934,UDP,7/8/2022
161.31.204.162,177.109.254.233,30344,TCP,1/27/2022
22.195.69.43,223.9.249.179,17068,UDP,6/2/2022
187.72.25.30,144.142.21.76,18287,UDP,8/2/2022
90.155.202.108,132.255.117.100,3043,TCP,7/28/2022
42.11.20.71,165.162.129.149,35068,ICMP,12/5/2022
75.0.71.29,4.96.87.38,42197,ICMP,6/24/2022
113.108.21.120,93.203.20.87,11498,TCP,5/27/2022
54.221.192.52,241.52.247.190,28994,UDP,4/14/2022
78.220.161.38,241.229.236.134,59969,TCP,5/3/2022
170.178.124.196,225.182.105.150,23946,ICMP,1/20/2022
146.32.193.192,86.198.225.185,16134,ICMP,9/12/2022
251.164.21.235,24.161.177.5,12845,TCP,2/2/2022
221.22.228.164,219.95.195.41,27586,UDP,11/24/2022
117.51.91.99,17.25.74.107,32758,UDP,4/12/2022
216.234.130.88,60.127.169.242,52209,ICMP,10/3/2022
104.154.58.6,3.89.15.156,22568,ICMP,5/5/2022
146.218.120.167,54.151.222.75,31,ICMP,6/29/2022
6.232.64.44,87.249.7.152,5708,TCP,1/18/2022
176.84.143.241,128.113.127.86,22125,TCP,6/4/2022
42.35.242.202,9.197.224.99,63061,UDP,12/13/2022
115.191.41.70,68.173.58.228,65059,UDP,2/28/2022
14.82.214.83,192.194.161.255,4475,UDP,12/23/2022
180.152.49.145,135.5.95.5,34797,UDP,11/12/2022
2.194.254.119,16.62.69.84,59805,TCP,5/4/2022
207.24.109.140,48.96.101.63,33777,ICMP,5/11/2022
251.255.98.229,184.205.210.109,42692,TCP,1/1/2022
7.65.248.255,81.167.22.232,41589,ICMP,4/10/2022
134.35.49.12,68.55.23.180,61939,UDP,1/6/2022
8.223.245.149,67.88.82.93,65472,ICMP,8/3/2022
103.110.14.45,233.163.7.209,35680,ICMP,4/22/2022
126.8.219.5,115.197.81.141,50370,UDP,10/19/2022
85.10.0.244,76.134.216.73,56685,TCP,2/8/2022
193.71.213.216,58.31.19.153,45368,ICMP,8/18/2022
251.44.59.179,193.165.179.108,46042,ICMP,12/29/2022
62.114.123.114,49.10.189.185,56414,TCP,4/24/2022
245.132.53.241,117.185.90.127,947,UDP,1/1/2022
97.246.106.205,144.114.135.228,48653,ICMP,3/6/2022
143.29.142.248,28.234.175.188,2998,UDP,10/5/2022
221.109.194.183,16.111.221.66,61289,TCP,7/12/2022
104.167.207.185,156.137.83.225,11111,UDP,5/2/2022
209.139.15.249,49.103.151.215,29326,UDP,8/19/2022
112.217.10.49,51.84.34.116,46335,UDP,3/13/2022
129.83.106.134,192.30.201.116,5884,UDP,4/9/2022
240.30.92.220,68.206.50.10,17988,UDP,12/22/2022
61.80.128.220,217.82.248.159,49810,UDP,9/30/2022
23.168.250.11,171.115.139.121,49097,ICMP,3/30/2022
46.23.113.97,131.30.76.247,25480,UDP,10/22/2022
107.112.248.14,122.1.163.189,36233,ICMP,11/16/2022
198.27.177.163,70.238.255.19,40703,ICMP,5/5/2022
69.118.169.244,177.45.22.70,54910,ICMP,10/29/2022
80.0.222.244,170.56.225.103,26952,TCP,9/2/2022
147.240.120.19,195.223.152.136,51927,ICMP,4/21/2022
197.226.122.93,247.30.220.149,41219,ICMP,11/26/2022
108.205.35.112,223.99.32.124,47372,UDP,2/22/2022
189.32.242.159,104.64.48.250,24654,TCP,12/28/2022
127.239.11.120,115.82.75.15,25600,UDP,8/20/2022
156.111.131.94,174.67.244.11,10460,TCP,5/21/2022
55.254.151.161,248.148.93.29,44216,UDP,3/14/2022
2.93.227.203,20.65.23.87,63651,TCP,7/27/2022
115.229.219.138,173.4.69.28,54022,UDP,2/4/2022
88.181.120.108,47.223.173.211,37655,TCP,3/19/2022
250.137.90.72,36.231.16.114,10239,UDP,11/30/2022
137.39.11.170,116.82.247.132,56197,UDP,9/12/2022
254.110.179.157,230.184.51.238,54211,TCP,10/26/2022
176.170.195.175,92.13.199.97,54617,ICMP,10/10/2022
58.163.54.1,149.21.154.162,8071,UDP,5/13/2022
110.117.174.157,161.84.27.52,49994,ICMP,12/8/2022
200.129.52.8,181.169.201.47,214,ICMP,9/13/2022
21.49.30.165,214.65.203.112,18816,ICMP,2/19/2022
7.69.195.204,251.224.185.30,47729,ICMP,8/25/2022
18.224.45.154,10.201.252.175,25779,ICMP,10/9/2022
30.66.122.115,1.185.22.120,20074,TCP,9/25/2022
145.137.48.11,24.220.221.35,42468,UDP,6/18/2022
90.245.33.221,174.117.46.109,58441,UDP,12/12/2022
98.157.140.67,13.230.107.186,13019,UDP,9/14/2022
77.183.148.107,239.93.157.153,27905,UDP,4/25/2022
209.167.188.204,26.163.157.145,13068,TCP,11/9/2022
150.7.77.84,209.56.235.201,30021,TCP,1/24/2022
12.78.0.71,156.176.62.104,11401,UDP,11/15/2022
130.71.213.246,125.236.39.175,37714,UDP,6/24/2022
215.182.87.174,252.112.0.203,41610,UDP,10/2/2022
117.157.23.168,85.224.131.244,17953,TCP,6/25/2022
86.117.230.76,167.212.19.29,9275,UDP,11/15/2022
223.10.194.228,55.188.35.135,18511,ICMP,11/1/2022
246.16.11.231,135.220.76.79,35504,TCP,10/2/2022
30.191.93.17,71.95.56.158,25657,ICMP,4/10/2022
214.39.186.97,43.47.227.155,22963,ICMP,7/2/2022
28.133.45.35,190.109.180.212,30686,ICMP,12/30/2022
250.187.157.250,192.52.30.233,991,TCP,1/23/2022
38.176.39.181,188.136.227.121,62311,UDP,12/8/2022
131.8.124.76,199.67.181.250,507,UDP,3/27/2022
199.83.15.54,76.122.197.226,61748,UDP,8/2/2022
133.119.21.254,253.157.33.40,11018,TCP,9/11/2022
114.220.180.134,254.68.117.69,58647,ICMP,6/20/2022
226.86.18.105,77.112.68.127,24758,ICMP,4/24/2022
72.98.125.253,61.12.194.75,59327,TCP,10/13/2022
143.147.187.100,160.229.45.84,27868,UDP,10/13/2022
234.142.25.164,70.131.255.22,7523,UDP,6/17/2022
234.69.121.103,160.164.244.238,21818,TCP,3/20/2022
232.182.81.97,210.201.76.242,44541,ICMP,12/1/2022
154.227.134.101,248.44.7.199,45649,TCP,5/30/2022
115.50.28.74,89.89.93.9,22645,UDP,11/22/2022
251.73.191.255,85.136.223.144,56215,ICMP,2/19/2022
206.93.94.212,20.26.170.15,10606,UDP,8/4/2022
170.94.253.60,199.16.138.223,51308,TCP,10/18/2022
64.83.138.8,58.169.28.163,9022,TCP,11/27/2022
33.127.45.195,0.59.61.120,34199,UDP,2/6/2022
97.102.168.53,234.168.47.210,44522,ICMP,1/30/2022
18.35.68.115,172.117.16.155,17163,UDP,7/6/2022
20.58.139.30,181.10.78.55,41117,UDP,4/12/2022
80.232.81.34,141.221.81.251,48205,ICMP,5/5/2022
123.52.107.217,125.242.16.22,46008,ICMP,6/11/2022
197.153.79.25,234.108.198.110,28330,ICMP,7/27/2022
135.226.233.230,163.53.23.5,11602,ICMP,1/13/2022
248.100.21.136,207.227.239.170,59851,TCP,8/12/2022
252.110.240.211,138.126.122.103,39495,ICMP,9/27/2022
155.65.222.126,4.107.230.40,36641,UDP,4/30/2022
173.250.128.152,88.204.70.219,64977,TCP,1/2/2022
194.171.9.9,96.62.59.177,18829,UDP,4/11/2022
40.113.5.23,97.124.28.148,52590,UDP,5/28/2022
174.18.170.41,202.224.249.133,16499,TCP,7/13/2022
132.188.252.129,244.230.228.69,60131,UDP,6/15/2022
181.230.140.106,176.151.132.62,35415,TCP,1/12/2022
171.94.71.237,115.252.116.89,62413,ICMP,9/11/2022
29.169.166.249,112.251.17.171,61257,UDP,7/27/2022
247.24.221.129,214.130.221.117,64401,TCP,9/4/2022
52.18.165.172,172.126.253.12,17062,ICMP,8/15/2022
196.239.241.199,183.124.145.58,17742,UDP,10/4/2022
195.174.76.181,118.206.243.151,31321,ICMP,10/8/2022
238.27.65.172,121.50.125.254,42996,TCP,8/16/2022
56.241.56.200,24.68.218.0,28280,UDP,12/4/2022
130.106.71.137,247.90.22.127,60082,TCP,2/22/2022
197.65.94.76,89.252.15.112,55775,TCP,5/6/2022
105.176.183.253,163.103.124.178,1206,UDP,3/31/2022
67.29.153.108,251.254.135.252,36063,UDP,3/21/2022
63.86.39.25,30.141.226.215,42097,TCP,5/21/2022
77.7.95.41,152.254.56.95,49912,UDP,12/10/2022
34.27.181.227,119.252.218.89,56941,UDP,11/5/2022
99.133.3.240,168.169.183.13,50076,UDP,8/25/2022
6.153.57.237,217.111.47.154,60513,UDP,5/21/2022
179.55.166.168,49.1.234.229,13355,TCP,10/1/2022
59.86.4.26,174.82.152.213,31584,UDP,10/29/2022
112.33.192.253,240.239.213.75,53684,TCP,12/29/2022
86.83.67.139,138.77.226.51,49018,UDP,6/19/2022
166.22.133.80,142.182.104.106,4865,TCP,12/4/2022
21.138.168.93,192.59.84.225,52124,ICMP,6/18/2022
96.145.197.40,226.102.181.208,53457,UDP,9/23/2022
234.73.196.233,85.191.100.48,52221,TCP,11/4/2022
243.3.107.139,212.87.169.62,33650,TCP,4/12/2022
158.96.85.63,71.39.21.70,9142,ICMP,1/3/2022
86.105.167.160,21.15.137.158,51903,ICMP,3/7/2022
148.251.67.134,3.81.103.201,34754,UDP,7/10/2022
124.71.9.242,128.89.102.138,9114,UDP,3/16/2022
232.46.92.192,245.67.43.202,41501,UDP,4/5/2022
15.229.170.167,60.78.104.192,52274,TCP,11/8/2022
184.141.131.128,101.135.156.159,63014,TCP,5/16/2022
134.95.165.30,199.229.78.135,38847,ICMP,10/29/2022
6.73.144.215,162.30.107.205,18807,TCP,4/25/2022
152.81.97.157,175.58.164.197,16114,TCP,12/11/2022
41.73.179.234,127.163.70.247,2668,TCP,12/6/2022
115.235.132.99,109.69.232.82,63767,TCP,10/8/2022
107.164.2.220,154.165.229.21,53084,UDP,11/2/2022
169.38.48.241,119.253.62.45,62386,UDP,8/20/2022
161.212.105.65,28.74.167.84,8904,ICMP,10/16/2022
166.18.80.193,236.171.18.205,27204,UDP,8/1/2022
34.64.155.182,132.145.47.92,27787,TCP,4/9/2022
137.54.166.220,136.44.209.158,11642,UDP,7/1/2022
221.15.198.109,251.212.57.138,199,ICMP,10/20/2022
239.200.148.16,105.231.191.93,21311,UDP,9/7/2022
84.182.116.210,112.137.31.172,19510,TCP,4/21/2022
175.116.108.147,227.235.5.38,54109,TCP,8/10/2022
90.114.149.212,104.171.197.113,17730,TCP,11/1/2022
204.99.93.131,45.175.58.13,30308,TCP,1/1/2022
247.174.59.171,4.75.15.151,4034,TCP,12/6/2022
16.77.174.222,47.196.239.241,17256,UDP,3/30/2022
217.105.148.144,192.27.31.61,6241,TCP,1/1/2022
44.107.162.87,125.69.249.238,41024,UDP,8/22/2022
18.99.248.148,103.14.55.189,39366,ICMP,11/20/2022
204.250.81.231,79.198.159.240,1743,TCP,12/15/2022
167.4.118.52,113.201.139.195,15109,TCP,5/19/2022
109.137.161.232,176.238.202.168,60613,ICMP,9/12/2022
176.223.161.241,115.244.80.137,27717,TCP,5/19/2022
41.16.82.167,193.2.11.77,23631,ICMP,1/9/2022
43.93.97.163,124.90.133.61,9741,ICMP,12/22/2022
182.16.111.106,245.196.245.206,6532,TCP,1/29/2022
72.28.13.6,116.96.223.55,7786,ICMP,4/1/2022
187.137.167.164,211.95.184.252,16170,ICMP,1/13/2022
195.157.242.7,189.164.28.227,37338,ICMP,6/3/2022
15.78.25.153,22.249.211.57,33594,ICMP,3/28/2022
246.47.91.7,86.74.62.103,50635,ICMP,11/26/2022
243.47.167.184,33.131.19.113,17677,UDP,8/5/2022
157.145.88.19,220.188.101.146,30839,ICMP,7/9/2022
175.64.85.96,17.160.56.129,9268,TCP,7/4/2022
44.122.254.228,97.64.251.89,46190,TCP,9/8/2022
112.10.120.228,246.38.210.195,38527,ICMP,12/11/2022
153.166.75.47,43.231.172.245,29581,ICMP,8/17/2022
116.117.98.112,219.66.186.74,32190,TCP,7/5/2022
166.25.73.25,17.47.163.228,52923,UDP,12/23/2022
39.34.122.68,55.214.252.97,30350,ICMP,12/2/2022
48.55.104.154,108.254.221.42,39245,ICMP,12/19/2022
53.84.223.185,211.40.62.201,51391,UDP,4/5/2022
240.242.179.198,68.102.216.181,16148,UDP,9/27/2022
148.181.58.176,236.128.49.128,10265,UDP,12/26/2022
78.227.61.22,205.85.109.51,58994,TCP,2/17/2022
105.242.109.69,171.200.194.24,15844,ICMP,7/18/2022
100.130.195.164,234.211.91.63,60616,ICMP,9/16/2022
151.169.32.80,60.7.226.5,15290,ICMP,3/9/2022
140.170.103.140,73.91.119.251,15391,ICMP,4/29/2022
43.129.142.103,9.236.185.37,13230,ICMP,1/11/2022
176.199.45.145,9.169.23.99,57255,ICMP,8/8/2022
42.8.148.211,97.174.206.81,47996,TCP,3/16/2022
80.82.40.82,182.197.83.120,28152,UDP,12/25/2022
134.197.52.134,62.221.149.190,38915,UDP,6/9/2022
218.175.108.44,85.195.126.18,57713,TCP,10/27/2022
20.45.88.35,23.36.48.54,15204,ICMP,10/12/2022
86.48.170.168,4.33.184.80,34617,TCP,11/18/2022
160.242.247.38,0.74.203.173,62622,TCP,1/31/2022
124.107.203.157,246.39.30.189,52626,UDP,2/22/2022
182.232.204.97,192.136.181.207,25399,UDP,6/19/2022
178.37.136.237,12.220.157.190,50839,ICMP,11/9/2022
215.147.243.111,36.41.73.134,4980,ICMP,11/29/2022
136.148.71.224,181.107.247.164,39797,UDP,11/5/2022
198.78.76.102,121.145.24.103,41175,UDP,1/5/2022
215.89.231.2,138.240.161.226,33166,ICMP,11/16/2022
113.34.121.54,33.159.157.107,7299,UDP,2/26/2022
205.12.40.223,69.153.248.72,4116,TCP,2/20/2022
79.165.58.7,33.36.136.249,15559,UDP,4/7/2022
71.97.150.180,151.117.71.40,47986,ICMP,1/20/2022
237.175.59.9,133.248.188.54,43285,UDP,8/24/2022
228.213.197.21,218.41.174.82,40095,UDP,5/4/2022
21.226.76.44,106.205.47.77,2994,UDP,4/12/2022
248.254.18.17,7.163.176.88,60178,ICMP,4/4/2022
105.107.71.181,160.125.185.46,23170,UDP,10/12/2022
248.60.113.134,92.167.66.145,14385,UDP,7/2/2022
168.16.119.215,83.69.160.186,49093,UDP,5/15/2022
89.22.8.158,14.145.221.58,468,TCP,5/14/2022
254.18.28.21,123.189.207.234,25490,ICMP,2/23/2022
11.237.236.190,82.166.242.117,25626,ICMP,2/8/2022
101.18.207.156,14.250.162.229,17986,UDP,3/21/2022
112.74.92.115,126.69.167.66,43422,ICMP,5/28/2022
235.94.231.101,119.104.33.226,50270,TCP,7/12/2022
37.22.221.116,5.70.100.204,33396,UDP,7/31/2022
55.181.228.143,227.77.200.238,27868,TCP,7/14/2022
164.241.75.108,241.199.146.201,25719,ICMP,5/25/2022
117.115.242.26,200.8.96.134,47593,TCP,9/12/2022
40.217.124.20,28.34.230.115,17256,TCP,7/13/2022
52.232.47.27,157.171.105.24,65434,ICMP,2/12/2022
17.250.44.229,115.183.205.174,20672,TCP,8/9/2022
236.127.5.243,180.249.71.56,13833,TCP,11/4/2022
224.232.211.11,56.96.129.159,14961,ICMP,11/2/2022
107.100.161.226,24.88.140.98,63445,ICMP,11/26/2022
222.153.237.229,255.65.216.217,63189,UDP,6/16/2022
102.93.79.31,220.73.232.218,3321,UDP,8/6/2022
115.80.235.223,255.70.78.209,43710,TCP,8/8/2022
190.74.205.231,156.31.200.222,44553,TCP,8/12/2022
187.228.147.229,145.141.188.222,5149,TCP,11/29/2022
24.103.28.89,204.196.250.216,51781,UDP,10/9/2022
111.154.247.107,77.255.141.227,26886,ICMP,4/8/2022
232.204.124.254,172.82.191.238,42896,ICMP,5/6/2022
129.138.12.91,23.205.84.116,58016,UDP,3/19/2022
168.235.147.58,195.237.81.80,30278,TCP,9/8/2022
163.103.40.192,128.55.61.52,46882,UDP,12/6/2022
126.37.207.112,11.167.42.31,63664,TCP,3/26/2022
161.38.111.9,220.205.13.112,60764,TCP,2/26/2022
215.46.39.105,62.190.195.229,48114,ICMP,10/24/2022
26.171.147.69,49.247.163.158,41166,ICMP,8/8/2022
71.112.126.61,181.18.83.246,20257,TCP,5/31/2022
215.229.56.74,99.46.15.103,38522,ICMP,8/17/2022
219.136.167.75,16.72.114.96,64629,ICMP,5/29/2022
2.194.231.189,231.176.4.150,22634,UDP,4/9/2022
221.230.88.141,132.131.121.170,35126,UDP,10/21/2022
169.73.69.31,146.227.205.133,24797,TCP,8/18/2022
13.195.70.147,39.173.109.33,18870,ICMP,12/2/2022
14.41.197.33,2.30.111.54,10193,ICMP,9/9/2022
140.249.40.5,253.55.197.57,25988,UDP,12/19/2022
186.57.122.183,171.81.238.3,29840,TCP,12/19/2022
19.92.204.3,21.8.175.157,58533,ICMP,11/28/2022
51.82.45.250,170.68.158.69,47853,UDP,4/26/2022
132.133.54.232,92.140.43.32,11079,TCP,3/25/2022
138.7.17.197,239.204.123.248,2232,TCP,7/9/2022
137.249.141.157,124.90.79.27,56750,UDP,8/24/2022
129.84.42.7,5.202.224.130,62617,UDP,3/22/2022
149.219.32.29,142.99.184.64,49742,TCP,3/29/2022
110.34.135.49,217.150.246.50,30111,ICMP,5/21/2022
158.57.71.95,200.140.11.62,51903,ICMP,3/29/2022
95.89.19.230,4.10.184.27,46405,TCP,7/15/2022
116.157.107.135,62.66.201.163,38649,TCP,5/6/2022
36.22.183.42,94.123.68.49,35774,ICMP,2/21/2022
157.61.59.201,122.52.81.172,63242,ICMP,2/11/2022
91.65.165.38,46.225.242.6,45473,TCP,12/4/2022
207.162.102.177,32.97.223.163,1356,ICMP,4/21/2022
33.204.71.161,92.209.209.69,44500,UDP,12/30/2022
23.149.157.136,170.16.178.139,46803,ICMP,6/21/2022
196.81.186.245,97.170.196.164,8718,ICMP,4/4/2022
79.209.110.73,221.169.160.30,52523,TCP,8/26/2022
118.112.87.43,146.50.104.175,32602,UDP,7/2/2022
213.212.122.231,28.82.219.161,28392,ICMP,2/27/2022
84.105.58.121,113.229.240.119,25992,UDP,5/14/2022
20.76.125.121,121.41.236.153,12224,TCP,2/20/2022
140.255.46.74,7.229.227.163,10528,TCP,9/2/2022
101.9.57.48,155.125.136.168,6881,ICMP,3/21/2022
171.14.212.118,111.124.250.88,1543,TCP,6/19/2022
58.180.39.209,30.5.74.146,55164,TCP,2/3/2022
19.109.30.110,18.124.90.157,32028,ICMP,7/27/2022
249.252.126.40,132.7.182.233,29716,TCP,8/3/2022
166.8.17.232,85.120.172.17,43166,UDP,10/31/2022
161.94.191.214,91.5.87.29,47460,ICMP,10/10/2022
167.194.243.149,115.114.78.191,12428,UDP,1/4/2022
83.75.8.186,237.172.37.136,33162,UDP,10/26/2022
244.63.7.82,61.28.82.201,22762,TCP,11/11/2022
122.67.111.143,142.87.124.142,54457,UDP,6/4/2022
233.189.135.166,154.107.170.8,63235,UDP,8/20/2022
235.172.207.3,33.178.223.81,21117,UDP,8/5/2022
153.19.55.50,110.68.41.222,28565,TCP,4/7/2022
71.225.191.112,55.186.215.154,22154,ICMP,11/24/2022
7.93.175.8,31.49.72.16,27035,UDP,11/19/2022
236.235.214.171,80.191.217.131,34512,UDP,1/15/2022
209.201.6.82,67.138.181.231,45110,ICMP,4/22/2022
10.173.63.19,212.234.128.34,49577,UDP,4/7/2022
31.188.113.218,61.89.208.28,6116,ICMP,11/23/2022
0.69.254.76,7.249.106.33,48183,UDP,3/13/2022
185.114.217.96,83.57.47.129,18824,UDP,4/5/2022
175.235.7.30,250.199.120.129,33433,TCP,12/10/2022
17.48.234.3,148.203.83.236,17856,ICMP,4/28/2022
177.58.50.65,252.3.47.203,23204,TCP,1/15/2022
38.175.49.253,130.5.44.112,32968,ICMP,11/4/2022
235.131.92.158,110.81.97.74,24686,ICMP,7/6/2022
51.45.210.16,243.164.86.235,24637,TCP,5/25/2022
21.234.191.232,11.250.105.27,19885,UDP,4/6/2022
68.87.151.156,107.72.10.128,63418,UDP,10/12/2022
250.161.25.164,86.225.196.122,17638,ICMP,8/26/2022
2.194.119.24,110.131.184.27,15846,ICMP,1/27/2022
89.17.66.48,51.226.156.142,28310,UDP,6/11/2022
69.183.240.128,182.1.221.126,6285,UDP,8/16/2022
115.250.44.179,142.148.42.176,40369,UDP,8/19/2022
206.17.210.106,246.52.27.25,35419,ICMP,12/26/2022
71.13.43.156,168.62.189.68,12092,UDP,10/17/2022
252.225.131.26,13.155.240.26,1670,ICMP,5/31/2022
87.112.138.180,95.185.82.223,36377,ICMP,10/8/2022
130.31.137.32,177.178.106.42,62665,ICMP,7/9/2022
228.26.100.189,226.50.83.216,3299,TCP,1/29/2022
174.187.226.191,2.159.86.79,13197,ICMP,5/25/2022
158.118.80.122,99.153.54.178,44965,TCP,3/14/2022
193.163.129.165,164.219.122.129,14742,UDP,5/3/2022
229.126.159.49,135.129.23.20,20013,UDP,9/11/2022
17.20.116.210,39.144.80.113,65288,UDP,5/22/2022
147.31.110.140,74.25.31.110,45740,UDP,6/10/2022
151.182.198.69,168.13.111.224,19447,ICMP,8/8/2022
19.88.135.110,77.96.163.120,37084,ICMP,5/1/2022
169.47.148.138,236.77.12.73,51603,UDP,12/29/2022
117.176.129.212,112.217.204.47,61635,TCP,4/12/2022
196.169.58.117,166.94.249.33,37189,UDP,11/27/2022
168.125.230.25,108.113.246.89,28781,TCP,11/4/2022
47.185.29.90,224.120.35.35,30502,UDP,9/1/2022
225.149.30.49,122.218.16.59,28968,TCP,12/13/2022
2.177.120.110,193.140.172.12,5251,ICMP,7/14/2022
12.6.53.165,158.74.163.166,19584,ICMP,7/17/2022
250.68.131.92,94.107.154.32,64955,TCP,5/10/2022
216.200.53.20,246.100.107.146,46405,ICMP,12/26/2022
149.136.73.78,128.212.202.66,33694,ICMP,1/12/2022
210.205.133.9,24.37.227.208,21959,UDP,10/26/2022
191.93.9.32,211.252.187.59,24972,ICMP,11/8/2022
28.42.79.122,245.58.216.79,38614,ICMP,10/25/2022
78.38.243.252,199.180.113.222,36678,ICMP,4/5/2022
7.192.47.20,65.54.211.9,44352,UDP,9/22/2022
148.215.60.153,119.8.13.14,18474,TCP,8/10/2022
116.128.42.228,109.18.77.143,40117,TCP,9/5/2022
135.247.246.13,209.160.150.194,31149,UDP,3/7/2022
41.222.172.226,134.79.107.247,50876,ICMP,7/31/2022
4.137.141.178,81.203.99.168,32280,UDP,9/16/2022
167.105.70.88,90.131.55.47,24120,ICMP,8/20/2022
188.56.166.127,213.32.70.197,27934,ICMP,5/11/2022
32.68.221.111,148.159.175.30,46152,TCP,2/25/2022
215.158.58.185,47.140.200.14,45903,ICMP,7/21/2022
154.158.150.62,132.134.30.102,14575,UDP,12/5/2022
53.19.41.25,82.111.97.57,27604,UDP,1/6/2022
61.213.43.155,127.23.10.23,38828,UDP,10/31/2022
118.184.91.231,189.5.237.1,29213,UDP,11/29/2022
252.132.141.143,27.227.238.69,14832,UDP,1/14/2022
98.212.165.127,206.117.28.136,29094,TCP,7/10/2022
79.146.154.67,66.23.156.52,53867,UDP,4/7/2022
176.223.25.23,141.139.64.220,62172,UDP,1/2/2022
223.147.9.21,126.222.66.152,48274,ICMP,3/13/2022
57.75.65.124,198.115.234.75,60154,ICMP,11/25/2022
124.130.40.39,91.18.110.125,54072,TCP,1/7/2022
